la_mare_au_diable_00_f000001|NOTICE|NOTICE
la_mare_au_diable_12_f000004|Il y avait six marches de pierre disposées en perron, ce qui faisait voir que la maison avait une cave.|Il y avait six marches de pierre disposées en perron, ce qui faisait voir que la maison avait une cave.
la_mare_au_diable_12_f000005|Le mur du jardin et de la chènevière était crépi à chaux et à sable. C’était une belle habitation; il s’en fallait de peu pour qu’on ne la prît pour une maison de bourgeois.|Le mur du jardin et de la chènevière était crépi à chaux et à sable. Cétait une belle habitation; il sen fallait de peu pour quon ne la prît pour une maison de bourgeois.
la_mare_au_diable_12_f000006|Le futur beau-père vint au-devant de Germain, et après lui avoir demandé, pendant cinq minutes, des nouvelles de toute sa famille, il ajouta la phrase consacrée à questionner poliment ceux qu’on rencontre, sur le but de leur voyage: Vous êtes donc venu pour vous promener par ici?|Le futur beau-père vint au-devant de Germain, et après lui avoir demandé, pendant cinq minutes, des nouvelles de toute sa famille, il ajouta la phrase consacrée à questionner poliment ceux quon rencontre, sur le but de leur voyage: Vous êtes donc venu pour vous promener par ici?
la_mare_au_diable_12_f000007|—Je suis venu vous voir, répondit le laboureur, et vous présenter ce petit cadeau de gibier de la part de mon beau- père, en vous disant,|-Je suis venu vous voir, répondit le laboureur, et vous présenter ce petit cadeau de gibier de la part de mon beau- père, en vous disant,
la_mare_au_diable_12_f000008|aussi de sa part, que vous devez savoir dans quelles intentions je viens chez vous.|aussi de sa part, que vous devez savoir dans quelles intentions je viens chez vous.
la_mare_au_diable_12_f000009|—Ah! ah! dit le père Léonard en riant et en frappant sur son estomac rebondi, je vois, j’entends, j’y suis! Et, clignant de l’œil, il ajouta: Vous ne serez pas le seul à faire vos compliments, mon jeune homme.|-Ah! ah! dit le père Léonard en riant et en frappant sur son estomac rebondi, je vois, jentends, jy suis! Et, clignant de lœil, il ajouta: Vous ne serez pas le seul à faire vos compliments, mon jeune homme.
la_mare_au_diable_12_f000010|Il y en a déjà trois à la maison qui attendent comme vous.|Il y en a déjà trois à la maison qui attendent comme vous.
la_mare_au_diable_12_f000011|Moi, je ne renvoie personne, et je serais bien embarrassé de donner tort ou raison à quelqu’un, car ce sont tous de bons partis.|Moi, je ne renvoie personne, et je serais bien embarrassé de donner tort ou raison à quelquun, car ce sont tous de bons partis.
la_mare_au_diable_12_f000012|Pourtant, à cause du père Maurice et de la qualité des terres que vous cultivez, j’aimerais mieux que ce fût vous.|Pourtant, à cause du père Maurice et de la qualité des terres que vous cultivez, jaimerais mieux que ce fût vous.
la_mare_au_diable_12_f000013|Mais ma fille est majeure et maîtresse de son bien; elle agira donc selon son idée. Entrez, faites-vous connaître; je souhaite que vous ayez le bon numéro!|Mais ma fille est majeure et maîtresse de son bien; elle agira donc selon son idée. Entrez, faites-vous connaître; je souhaite que vous ayez le bon numéro!
la_mare_au_diable_12_f000014|—Pardon, excuse, répondit Germain, fort surpris de se trouver en surnuméraire là ou il avait compté d’être seul.|-Pardon, excuse, répondit Germain, fort surpris de se trouver en surnuméraire là ou il avait compté dêtre seul.
la_mare_au_diable_12_f000015|Je ne savais pas que votre fille fût déjà pourvue de prétendants, et je n’étais pas venu pour la disputer aux autres.|Je ne savais pas que votre fille fût déjà pourvue de prétendants, et je nétais pas venu pour la disputer aux autres.
la_mare_au_diable_12_f000016|—Si vous avez cru que, parce que vous tardiez à venir, répondit, sans perdre sa bonne humeur, le père Léonard, ma fille se trouvait au dépourvu, vous vous êtes grandement trompé, mon garçon.|-Si vous avez cru que, parce que vous tardiez à venir, répondit, sans perdre sa bonne humeur, le père Léonard, ma fille se trouvait au dépourvu, vous vous êtes grandement trompé, mon garçon.
la_mare_au_diable_12_f000017|La Catherine a de quoi attirer les épouseurs, et elle n’aura que l’embarras du choix.|La Catherine a de quoi attirer les épouseurs, et elle naura que lembarras du choix.
la_mare_au_diable_12_f000018|Mais entrez à la maison, vous dis-je, et ne perdez pas courage. C’est une femme qui vaut la peine d’être disputée.|Mais entrez à la maison, vous dis-je, et ne perdez pas courage. Cest une femme qui vaut la peine dêtre disputée.
la_mare_au_diable_12_f000019|Et poussant Germain par les épaules avec une rude gaieté: —Allons, Catherine, s’écria-t-il en entrant dans la maison, en voilà un de plus!|Et poussant Germain par les épaules avec une rude gaieté: -Allons, Catherine, sécria-t-il en entrant dans la maison, en voilà un de plus!
la_mare_au_diable_12_f000020|Cette manière joviale mais grossière d’être présenté à la veuve, en présence de ses autres soupirants, acheva de troubler et de mécontenter le laboureur.|Cette manière joviale mais grossière dêtre présenté à la veuve, en présence de ses autres soupirants, acheva de troubler et de mécontenter le laboureur.
la_mare_au_diable_12_f000021|Il se sentit gauche et resta quelques instants sans oser lever les yeux sur la belle et sur sa cour.|Il se sentit gauche et resta quelques instants sans oser lever les yeux sur la belle et sur sa cour.
la_mare_au_diable_12_f000022|La veuve Guérin était bien faite et ne manquait pas de fraîcheur.|La veuve Guérin était bien faite et ne manquait pas de fraîcheur.
la_mare_au_diable_12_f000023|Mais elle avait une expression de visage et une toilette qui déplurent tout d’abord à Germain.|Mais elle avait une expression de visage et une toilette qui déplurent tout dabord à Germain.
la_mare_au_diable_12_f000024|Elle avait l’air hardi et content d’elle-même, et ses cornettes garnies d’un triple rang de dentelle, son tablier de soie, et son fichu de blonde noire étaient peu en rapport avec l’idée qu’il s’était faite d’une veuve sérieuse et rangée.|Elle avait lair hardi et content delle-même, et ses cornettes garnies dun triple rang de dentelle, son tablier de soie, et son fichu de blonde noire étaient peu en rapport avec lidée quil sétait faite dune veuve sérieuse et rangée.
la_mare_au_diable_12_f000025|Cette recherche d’habillement et ces manières dégagées la lui firent trouver vieille et laide, quoiqu’elle ne fût ni l’un ni l’autre.|Cette recherche dhabillement et ces manières dégagées la lui firent trouver vieille et laide, quoiquelle ne fût ni lun ni lautre.
la_mare_au_diable_12_f000026|Il pensa qu’une si jolie parure et des manières si enjouées siéraient à l’âge et à l’esprit de la petite Marie, mais que cette veuve avait la plaisanterie lourde et hasardée,|Il pensa quune si jolie parure et des manières si enjouées siéraient à lâge et à lesprit de la petite Marie, mais que cette veuve avait la plaisanterie lourde et hasardée,
la_mare_au_diable_12_f000027|et qu’elle portait sans distinction ses beaux atours.|et quelle portait sans distinction ses beaux atours.
la_mare_au_diable_12_f000028|Les trois prétendants étaient assis à une table chargée de vins et de viandes, qui étaient là en permanence pour eux toute la matinée du dimanche;|Les trois prétendants étaient assis à une table chargée de vins et de viandes, qui étaient là en permanence pour eux toute la matinée du dimanche;
la_mare_au_diable_12_f000029|car le père Léonard aimait à faire montre de sa richesse, et la veuve n’était pas fâchée non plus d’étaler sa belle vaisselle, et de tenir table comme une rentière.|car le père Léonard aimait à faire montre de sa richesse, et la veuve nétait pas fâchée non plus détaler sa belle vaisselle, et de tenir table comme une rentière.
la_mare_au_diable_12_f000030|Germain, tout simple et confiant qu’il était, observa les choses avec assez de pénétration, et pour la première fois de sa vie il se tint sur la défensive en trinquant.|Germain, tout simple et confiant quil était, observa les choses avec assez de pénétration, et pour la première fois de sa vie il se tint sur la défensive en trinquant.
la_mare_au_diable_12_f000031|Le père Léonard l’avait forcé de prendre place avec ses rivaux, et, s’asseyant lui-même vis-à-vis de lui, il le traitait de son mieux et s’occupait de lui avec prédilection.|Le père Léonard lavait forcé de prendre place avec ses rivaux, et, sasseyant lui-même vis-à-vis de lui, il le traitait de son mieux et soccupait de lui avec prédilection.
la_mare_au_diable_12_f000032|Le cadeau de gibier, malgré la brèche que Germain y avait faite pour son propre compte, était encore assez copieux pour produire de l’effet.|Le cadeau de gibier, malgré la brèche que Germain y avait faite pour son propre compte, était encore assez copieux pour produire de leffet.
la_mare_au_diable_12_f000033|La veuve y parut sensible, et les prétendants y jetèrent un coup d’œil de dédain.|La veuve y parut sensible, et les prétendants y jetèrent un coup dœil de dédain.
la_mare_au_diable_12_f000034|Germain se sentait mal à l’aise en cette compagnie et ne mangeait pas de bon cœur. Le père Léonard l’en plaisanta.|Germain se sentait mal à laise en cette compagnie et ne mangeait pas de bon cœur. Le père Léonard len plaisanta.
la_mare_au_diable_12_f000035|—Vous voilà bien triste, lui dit-il, et vous boudez contre votre verre.|-Vous voilà bien triste, lui dit-il, et vous boudez contre votre verre.
la_mare_au_diable_12_f000036|Il ne faut pas que l’amour vous coupe l’appétit, car un galant à jeun ne sait point trouver de jolies paroles comme celui qui s’est éclairci les idées avec une petite pointe de vin.|Il ne faut pas que lamour vous coupe lappétit, car un galant à jeun ne sait point trouver de jolies paroles comme celui qui sest éclairci les idées avec une petite pointe de vin.
la_mare_au_diable_12_f000037|Germain fut mortifié qu’on le supposât déjà amoureux, et l’air maniéré de la veuve, qui baissa les yeux en souriant, comme une personne sûre de son fait, lui donna l’envie de protester contre sa prétendue défaite;|Germain fut mortifié quon le supposât déjà amoureux, et lair maniéré de la veuve, qui baissa les yeux en souriant, comme une personne sûre de son fait, lui donna lenvie de protester contre sa prétendue défaite;
la_mare_au_diable_12_f000038|mais il craignit de paraître incivil, sourit et prit patience.|mais il craignit de paraître incivil, sourit et prit patience.
la_mare_au_diable_12_f000039|Les galants de la veuve lui parurent trois rustres.|Les galants de la veuve lui parurent trois rustres.
la_mare_au_diable_12_f000040|Il fallait qu’ils fussent bien riches pour qu’elle admît leurs prétentions.|Il fallait quils fussent bien riches pour quelle admît leurs prétentions.
la_mare_au_diable_12_f000041|L’un avait plus de quarante ans et était quasi aussi gros que le père Léonard; un autre était borgne et buvait tant qu’il en était abruti; le troisième était jeune et assez joli garçon; mais il voulait faire de l’esprit et disait des choses si plates que cela faisait pitié.|Lun avait plus de quarante ans et était quasi aussi gros que le père Léonard; un autre était borgne et buvait tant quil en était abruti; le troisième était jeune et assez joli garçon; mais il voulait faire de lesprit et disait des choses si plates que cela faisait pitié.
la_mare_au_diable_12_f000042|Pourtant la veuve en riait comme si elle eût admiré toutes ces sottises, et, en cela, elle ne faisait pas preuve de goût.|Pourtant la veuve en riait comme si elle eût admiré toutes ces sottises, et, en cela, elle ne faisait pas preuve de goût.
la_mare_au_diable_12_f000043|Germain crut d’abord qu’elle en était coiffée; mais bientôt il s’aperçut qu’il était lui-même encouragé d’une manière particulière, et qu’on souhaitait qu’il se livrât davantage.|Germain crut dabord quelle en était coiffée; mais bientôt il saperçut quil était lui-même encouragé dune manière particulière, et quon souhaitait quil se livrât davantage.
la_mare_au_diable_12_f000044|Ce lui fut une raison pour se sentir et se montrer plus froid et plus grave.|Ce lui fut une raison pour se sentir et se montrer plus froid et plus grave.
la_mare_au_diable_12_f000045|L’heure de la messe arriva, et on se leva de table pour s’y rendre ensemble.|Lheure de la messe arriva, et on se leva de table pour sy rendre ensemble.
la_mare_au_diable_12_f000046|Il fallait aller jusqu’à Mers, à une bonne demi-lieue de là, et Germain était si fatigué qu’il eût fort souhaité avoir le temps de faire un somme auparavant;|Il fallait aller jusquà Mers, à une bonne demi-lieue de là, et Germain était si fatigué quil eût fort souhaité avoir le temps de faire un somme auparavant;
la_mare_au_diable_12_f000047|mais il n’avait pas coutume de manquer la messe, et il se mit en route avec les autres.|mais il navait pas coutume de manquer la messe, et il se mit en route avec les autres.
la_mare_au_diable_12_f000048|Les chemins étaient couverts de monde, et la veuve marchait d’un air fier, escortée de ses trois prétendants, donnant le bras tantôt à l’un, tantôt à l’autre, se rengorgeant et portant haut la tête.|Les chemins étaient couverts de monde, et la veuve marchait dun air fier, escortée de ses trois prétendants, donnant le bras tantôt à lun, tantôt à lautre, se rengorgeant et portant haut la tête.
la_mare_au_diable_12_f000049|Elle eût fort souhaité produire le quatrième aux yeux des passants;|Elle eût fort souhaité produire le quatrième aux yeux des passants;
la_mare_au_diable_12_f000050|mais Germain trouva si ridicule d’être traîné ainsi de compagnie par un cotillon, à la vue de tout le monde, qu’il se tint à distance convenable,|mais Germain trouva si ridicule dêtre traîné ainsi de compagnie par un cotillon, à la vue de tout le monde, quil se tint à distance convenable,
la_mare_au_diable_12_f000051|causant avec le père Léonard, et trouvant moyen de le distraire et de l’occuper assez pour qu’ils n’eussent point l’air de faire partie de la bande.|causant avec le père Léonard, et trouvant moyen de le distraire et de loccuper assez pour quils neussent point lair de faire partie de la bande.
la_mare_au_diable_13_f000001|LE MAITRE Lorsqu’ils atteignirent le village, la veuve s’arrêta pour les attendre.|LE MAITRE Lorsquils atteignirent le village, la veuve sarrêta pour les attendre.
la_mare_au_diable_13_f000002|Elle voulait absolument faire son entrée avec tout son monde;|Elle voulait absolument faire son entrée avec tout son monde;
la_mare_au_diable_13_f000003|mais Germain, lui refusant cette satisfaction, quitta le père Léonard, accosta plusieurs personnes de sa connaissance, et entra dans l’église par une autre porte. La veuve en eut du dépit.|mais Germain, lui refusant cette satisfaction, quitta le père Léonard, accosta plusieurs personnes de sa connaissance, et entra dans léglise par une autre porte. La veuve en eut du dépit.
la_mare_au_diable_13_f000004|Après la messe, elle se montra partout triomphante sur la pelouse où l’on dansait, et ouvrit la danse avec ses trois amoureux successivement.|Après la messe, elle se montra partout triomphante sur la pelouse où lon dansait, et ouvrit la danse avec ses trois amoureux successivement.
la_mare_au_diable_13_f000005|Germain la regarda faire, et trouva qu’elle dansait bien, mais avec affectation.|Germain la regarda faire, et trouva quelle dansait bien, mais avec affectation.
la_mare_au_diable_13_f000006|—Eh bien! lui dit Léonard en lui frappant sur l’épaule, vous ne faites donc pas danser ma fille? Vous êtes aussi par trop timide!|-Eh bien! lui dit Léonard en lui frappant sur lépaule, vous ne faites donc pas danser ma fille? Vous êtes aussi par trop timide!
la_mare_au_diable_13_f000007|—Je ne danse plus depuis que j’ai perdu ma femme, répondit le laboureur.|-Je ne danse plus depuis que jai perdu ma femme, répondit le laboureur.
la_mare_au_diable_13_f000008|—Eh bien! puisque vous en recherchez une autre, le deuil est fini dans le cœur comme sur l’habit.|-Eh bien! puisque vous en recherchez une autre, le deuil est fini dans le cœur comme sur lhabit.
la_mare_au_diable_13_f000009|—Ce n’est pas une raison, père Léonard; d’ailleurs je me trouve trop vieux, je n’aime plus la danse.|-Ce nest pas une raison, père Léonard; dailleurs je me trouve trop vieux, je naime plus la danse.
la_mare_au_diable_13_f000010|—Ecoutez, reprit Léonard en l’attirant dans un endroit isolé, vous avez pris du dépit, en entrant chez moi, de voir la place déjà entourée d’assiégeants, et je vois que vous êtes très fier; mais ceci n’est pas raisonnable, mon garçon.|-Ecoutez, reprit Léonard en lattirant dans un endroit isolé, vous avez pris du dépit, en entrant chez moi, de voir la place déjà entourée dassiégeants, et je vois que vous êtes très fier; mais ceci nest pas raisonnable, mon garçon.
la_mare_au_diable_13_f000011|Ma fille est habituée à être courtisée, surtout depuis deux ans qu’elle a fini son deuil, et ce n’est pas à elle à aller au-devant de vous.|Ma fille est habituée à être courtisée, surtout depuis deux ans quelle a fini son deuil, et ce nest pas à elle à aller au-devant de vous.
la_mare_au_diable_13_f000012|—Il y a déjà deux ans que votre fille est à marier, et elle n’a pas encore pris son parti? dit Germain.|-Il y a déjà deux ans que votre fille est à marier, et elle na pas encore pris son parti? dit Germain.
la_mare_au_diable_13_f000013|—Elle ne veut pas se presser, et elle a raison. Quoiqu’elle ait la mine éveillée et qu’elle vous paraisse peut-être ne pas beaucoup réfléchir,|-Elle ne veut pas se presser, et elle a raison. Quoiquelle ait la mine éveillée et quelle vous paraisse peut-être ne pas beaucoup réfléchir,
la_mare_au_diable_13_f000014|c’est une femme d’un grand sens, et qui sait fort bien ce qu’elle fait.|cest une femme dun grand sens, et qui sait fort bien ce quelle fait.
la_mare_au_diable_13_f000015|—Il ne me semble pas, dit Germain ingénument, car elle a trois galants à sa suite, et si elle savait ce qu’elle veut, il y en aurait au moins deux qu’elle trouverait de trop et qu’elle prierait de rester chez eux.|-Il ne me semble pas, dit Germain ingénument, car elle a trois galants à sa suite, et si elle savait ce quelle veut, il y en aurait au moins deux quelle trouverait de trop et quelle prierait de rester chez eux.
la_mare_au_diable_13_f000016|—Pourquoi donc? vous n’y entendez rien, Germain. Elle ne veut ni du vieux, ni du borgne, ni du jeune, j’en suis quasi certain;|-Pourquoi donc? vous ny entendez rien, Germain. Elle ne veut ni du vieux, ni du borgne, ni du jeune, jen suis quasi certain;
la_mare_au_diable_13_f000017|mais si elle les renvoyait, on penserait qu’elle veut rester veuve, et il n’en viendrait pas d’autre.|mais si elle les renvoyait, on penserait quelle veut rester veuve, et il nen viendrait pas dautre.
la_mare_au_diable_13_f000018|—Ah! oui! ceux-là servent d’enseigne!|-Ah! oui! ceux-là servent denseigne!
la_mare_au_diable_13_f000019|—Comme vous dites. Où est le mal, si cela leur convient?|-Comme vous dites. Où est le mal, si cela leur convient?
la_mare_au_diable_13_f000020|—Chacun son goût! dit Germain.|-Chacun son goût! dit Germain.
la_mare_au_diable_13_f000021|—Je vois que ce ne serait pas le vôtre. Mais voyons, on peut s’entendre, à supposer que vous soyez préféré: on pourrait vous laisser la place.|-Je vois que ce ne serait pas le vôtre. Mais voyons, on peut sentendre, à supposer que vous soyez préféré: on pourrait vous laisser la place.
la_mare_au_diable_13_f000022|—Oui, à supposer! Et en attendant qu’on puisse le savoir, combien de temps faudrait-il rester le nez au vent?|-Oui, à supposer! Et en attendant quon puisse le savoir, combien de temps faudrait-il rester le nez au vent?
la_mare_au_diable_13_f000023|—Ça dépend de vous, je crois, si vous savez parler et persuader.|-Ça dépend de vous, je crois, si vous savez parler et persuader.
la_mare_au_diable_13_f000024|Jusqu’ici ma fille a très bien compris que le meilleur temps de sa vie serait celui qu’elle passerait à se laisser courtiser, et elle ne se sent pas pressée de devenir la servante d’un homme,|Jusquici ma fille a très bien compris que le meilleur temps de sa vie serait celui quelle passerait à se laisser courtiser, et elle ne se sent pas pressée de devenir la servante dun homme,
la_mare_au_diable_13_f000025|quand elle peut commander à plusieurs.|quand elle peut commander à plusieurs.
la_mare_au_diable_13_f000026|Ainsi, tant que le jeu lui plaira, elle peut se divertir; mais si vous plaisez plus que le jeu, le jeu pourra cesser.|Ainsi, tant que le jeu lui plaira, elle peut se divertir; mais si vous plaisez plus que le jeu, le jeu pourra cesser.
la_mare_au_diable_13_f000027|Vous n’avez qu’à ne pas vous rebuter. Revenez tous les dimanches, faites-la danser, donnez à connaître que vous vous mettez sur les rangs,|Vous navez quà ne pas vous rebuter. Revenez tous les dimanches, faites-la danser, donnez à connaître que vous vous mettez sur les rangs,
la_mare_au_diable_13_f000028|et si on vous trouve plus aimable et mieux appris que les autres, un beau jour on vous le dira sans doute.|et si on vous trouve plus aimable et mieux appris que les autres, un beau jour on vous le dira sans doute.
la_mare_au_diable_13_f000029|—Pardon, père Léonard, votre fille a le droit d’agir comme elle l’entend, et je n’ai pas celui de la blâmer.|-Pardon, père Léonard, votre fille a le droit dagir comme elle lentend, et je nai pas celui de la blâmer.
la_mare_au_diable_13_f000030|A sa place, moi, j’agirais autrement; j’y mettrais plus de franchise et je ne ferais pas perdre du temps à des hommes qui ont sans doute quelque chose de mieux à faire qu’à tourner autour d’une femme qui se moque d’eux.|A sa place, moi, jagirais autrement; jy mettrais plus de franchise et je ne ferais pas perdre du temps à des hommes qui ont sans doute quelque chose de mieux à faire quà tourner autour dune femme qui se moque deux.
la_mare_au_diable_13_f000031|Mais, enfin, si elle trouve son amusement et son bonheur à cela, cela ne me regarde point.|Mais, enfin, si elle trouve son amusement et son bonheur à cela, cela ne me regarde point.
la_mare_au_diable_13_f000032|Seulement, il faut que je vous dise une chose qui m’embarrasse un peu à vous avouer depuis ce matin, vu que vous avez commencé par vous tromper sur mes intentions, et que vous ne m’avez pas donné le temps de vous répondre: si bien que vous croyez ce qui n’est point.|Seulement, il faut que je vous dise une chose qui membarrasse un peu à vous avouer depuis ce matin, vu que vous avez commencé par vous tromper sur mes intentions, et que vous ne mavez pas donné le temps de vous répondre: si bien que vous croyez ce qui nest point.
la_mare_au_diable_13_f000033|Sachez donc que je ne suis pas venu ici dans la vue de demander votre fille en mariage, mais dans celle de vous acheter une paire de bœufs que vous voulez conduire en foire la semaine prochaine,|Sachez donc que je ne suis pas venu ici dans la vue de demander votre fille en mariage, mais dans celle de vous acheter une paire de bœufs que vous voulez conduire en foire la semaine prochaine,
la_mare_au_diable_13_f000034|et que mon beau-père suppose lui convenir.|et que mon beau-père suppose lui convenir.
la_mare_au_diable_13_f000035|—J’entends, Germain, répondit Léonard fort tranquillement; vous avez changé d’idée en voyant ma fille avec ses amoureux.|-Jentends, Germain, répondit Léonard fort tranquillement; vous avez changé didée en voyant ma fille avec ses amoureux.
la_mare_au_diable_13_f000036|C’est comme il vous plaira. Il paraît que ce qui attire les uns rebute les autres, et vous avez le droit de vous retirer puisque aussi bien vous n’avez pas encore parlé.|Cest comme il vous plaira. Il paraît que ce qui attire les uns rebute les autres, et vous avez le droit de vous retirer puisque aussi bien vous navez pas encore parlé.
la_mare_au_diable_13_f000037|Si vous voulez sérieusement acheter mes bœufs, venez les voir au pâturage;|Si vous voulez sérieusement acheter mes bœufs, venez les voir au pâturage;
la_mare_au_diable_13_f000038|nous en causerons, et, que nous fassions ou non ce marché, vous viendrez dîner avec nous avant de vous en retourner.|nous en causerons, et, que nous fassions ou non ce marché, vous viendrez dîner avec nous avant de vous en retourner.
la_mare_au_diable_13_f000039|—Je ne veux pas que vous vous dérangiez, reprit Germain, vous avez peut-être affaire ici; moi je m’ennuie un peu de voir danser et de ne rien faire.|-Je ne veux pas que vous vous dérangiez, reprit Germain, vous avez peut-être affaire ici; moi je mennuie un peu de voir danser et de ne rien faire.
la_mare_au_diable_13_f000040|Je vais voir vos bêtes, et je vous trouverai tantôt chez vous.|Je vais voir vos bêtes, et je vous trouverai tantôt chez vous.
la_mare_au_diable_13_f000041|Là-dessus Germain s’esquiva et se dirigea vers les prés, où Léonard lui avait, en effet, montré de loin une partie de son bétail.|Là-dessus Germain sesquiva et se dirigea vers les prés, où Léonard lui avait, en effet, montré de loin une partie de son bétail.
la_mare_au_diable_13_f000042|Il était vrai que le père Maurice en avait à acheter, et Germain pensa que s’il lui ramenait une belle paire de bœufs d’un prix modéré,|Il était vrai que le père Maurice en avait à acheter, et Germain pensa que sil lui ramenait une belle paire de bœufs dun prix modéré,
la_mare_au_diable_13_f000043|il se ferait mieux pardonner d’avoir manqué volontairement le but de son voyage.|il se ferait mieux pardonner davoir manqué volontairement le but de son voyage.
la_mare_au_diable_13_f000044|Il marcha vite et se trouva bientôt à peu de distance des Ormeaux.|Il marcha vite et se trouva bientôt à peu de distance des Ormeaux.
la_mare_au_diable_13_f000045|Il éprouva alors le besoin d’aller embrasser son fils, et même de revoir la petite Marie, quoiqu’il eût perdu l’espoir et chassé la pensée de lui devoir son bonheur.|Il éprouva alors le besoin daller embrasser son fils, et même de revoir la petite Marie, quoiquil eût perdu lespoir et chassé la pensée de lui devoir son bonheur.
la_mare_au_diable_13_f000046|Tout ce qu’il venait de voir et d’entendre, cette femme coquette et vaine, ce père à la fois rusé et borné, qui encourageait sa fille dans des habitudes d’orgueil et de déloyauté,|Tout ce quil venait de voir et dentendre, cette femme coquette et vaine, ce père à la fois rusé et borné, qui encourageait sa fille dans des habitudes dorgueil et de déloyauté,
la_mare_au_diable_13_f000047|ce luxe des villes, qui lui paraissait une infraction à la dignité des mœurs de la campagne, ce temps perdu à des paroles oiseuses et niaises,|ce luxe des villes, qui lui paraissait une infraction à la dignité des mœurs de la campagne, ce temps perdu à des paroles oiseuses et niaises,
la_mare_au_diable_13_f000048|cet intérieur si différent du sien, et surtout ce malaise profond que l’homme des champs éprouve lorsqu’il sort de ses habitudes laborieuses,|cet intérieur si différent du sien, et surtout ce malaise profond que lhomme des champs éprouve lorsquil sort de ses habitudes laborieuses,
la_mare_au_diable_13_f000049|tout ce qu’il avait subi d’ennui et de confusion depuis quelques heures donnait à Germain l’envie de se retrouver avec son enfant et sa petite voisine.|tout ce quil avait subi dennui et de confusion depuis quelques heures donnait à Germain lenvie de se retrouver avec son enfant et sa petite voisine.
la_mare_au_diable_13_f000050|N’eût-il pas été amoureux de cette dernière, il l’aurait encore cherchée pour se distraire et remettre ses esprits dans leur assiette accoutumée.|Neût-il pas été amoureux de cette dernière, il laurait encore cherchée pour se distraire et remettre ses esprits dans leur assiette accoutumée.
la_mare_au_diable_13_f000051|Mais il regarda en vain dans les prairies environnantes, il n’y trouva ni la petite Marie ni le petit Pierre: il était pourtant l’heure où les pasteurs sont aux champs.|Mais il regarda en vain dans les prairies environnantes, il ny trouva ni la petite Marie ni le petit Pierre: il était pourtant lheure où les pasteurs sont aux champs.
la_mare_au_diable_13_f000052|Il y avait un grand troupeau dans une chôme; il demanda à un jeune garçon, qui le gardait, si c’étaient les moutons de la métairie des Ormeaux.|Il y avait un grand troupeau dans une chôme; il demanda à un jeune garçon, qui le gardait, si cétaient les moutons de la métairie des Ormeaux.
la_mare_au_diable_13_f000053|—Oui, dit l’enfant.|-Oui, dit lenfant.
la_mare_au_diable_13_f000054|—En êtes-vous le berger? est-ce que les garçons gardent les bêtes à laine des métairies, dans votre endroit?|-En êtes-vous le berger? est-ce que les garçons gardent les bêtes à laine des métairies, dans votre endroit?
la_mare_au_diable_13_f000055|—Non. Je les garde aujourd’hui parce que la bergère est partie: elle était malade.|-Non. Je les garde aujourdhui parce que la bergère est partie: elle était malade.
la_mare_au_diable_13_f000056|—Mais n’avez-vous pas une nouvelle bergère, arrivée de ce matin?|-Mais navez-vous pas une nouvelle bergère, arrivée de ce matin?
la_mare_au_diable_13_f000057|—Oh! bien oui? elle est déjà partie aussi.|-Oh! bien oui? elle est déjà partie aussi.
la_mare_au_diable_13_f000058|—Comment, partie? n’avait-elle pas un enfant avec elle?|-Comment, partie? navait-elle pas un enfant avec elle?
la_mare_au_diable_13_f000059|—Oui: un petit garçon qui a pleuré. Ils se sont en allés tous les deux au bout de deux heures.|-Oui: un petit garçon qui a pleuré. Ils se sont en allés tous les deux au bout de deux heures.
la_mare_au_diable_13_f000060|—En allés, où?|-En allés, où?
la_mare_au_diable_13_f000061|—D’où ils venaient, apparemment. Je ne leur ai pas demandé.|-Doù ils venaient, apparemment. Je ne leur ai pas demandé.
la_mare_au_diable_13_f000062|—Mais pourquoi donc s’en allaient-ils? dit Germain de plus en plus inquiet.|-Mais pourquoi donc sen allaient-ils? dit Germain de plus en plus inquiet.
la_mare_au_diable_13_f000063|—Dame! est-ce que je sais?|-Dame! est-ce que je sais?
la_mare_au_diable_13_f000064|—On ne s’est pas entendu sur le prix? ce devait être pourtant une chose convenue d’avance.|-On ne sest pas entendu sur le prix? ce devait être pourtant une chose convenue davance.
la_mare_au_diable_13_f000065|—Je ne peux rien vous en dire. Je les ai vus entrer et sortir, voilà tout.|-Je ne peux rien vous en dire. Je les ai vus entrer et sortir, voilà tout.
la_mare_au_diable_13_f000066|Germain se dirigea vers la ferme et questionna les métayers.|Germain se dirigea vers la ferme et questionna les métayers.
la_mare_au_diable_13_f000067|Personne ne put lui expliquer le fait; mais il était constant qu’après avoir causé avec le fermier, la jeune fille était partie sans rien dire, emmenant l’enfant qui pleurait.|Personne ne put lui expliquer le fait; mais il était constant quaprès avoir causé avec le fermier, la jeune fille était partie sans rien dire, emmenant lenfant qui pleurait.
la_mare_au_diable_13_f000068|—Est-ce qu’on a maltraité mon fils? s’écria Germain dont les yeux s’enflammèrent.|-Est-ce quon a maltraité mon fils? sécria Germain dont les yeux senflammèrent.
la_mare_au_diable_13_f000069|—C’était donc votre fils? Comment se trouvait-il avec cette petite? D’où êtes-vous donc, et comment vous appelle-t-on?|-Cétait donc votre fils? Comment se trouvait-il avec cette petite? Doù êtes-vous donc, et comment vous appelle-t-on?
