T60_WB_est,C50_WB_est,file
0.41788787,14.800027,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-08-06-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|bf8975ef9b2f7eba7cee510bc75d439c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.41262257,14.948394,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-07-25-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|0ed5a57191463af0925156b8f6d19817_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.38996994,15.556961,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-07-42-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|c21c27d436adbd97c52b7b86996a5e50_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.38869405,14.281889,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-08-25-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|5961bf39175632ff9e8c7340b31e8115_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.37307584,15.183327,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-06-40-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|31a9b9f6c6463abbfe9d03b97509c375_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4603734,14.774298,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-06-57-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|ba6a0caac194b678b1bc0573e6c56824_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.46272314,15.662368,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-07-16-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|479694b158ccf875b8f5bff01e3ce4cc_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.36498588,13.40843,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-07-08-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|749ab0a04f724c0af95a13bb3514b976_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4522226,14.564639,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-08-42-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|faeaff08b2a67b5e779edf4287908bec_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42775834,14.520111,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-09-00-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|0f9dc20d04c560aa0a4001bc63ee60b5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.39397424,16.630325,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-09-16-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|817283f5ef699218f162115ad4c6153c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.45235795,16.723051,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-10-06-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|4620e61b5b1cbd2a1f14c02f49f15d04_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.43582833,15.261068,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-09-53-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|d325a43b7057140cd6f4bbd71d8a7dc7_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.475632,14.620359,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-11-06-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|d90a501dd58e2b635f96abf66fa0a727_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4328465,15.814324,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-10-51-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|4140a49cccbf66b7eeef386909ce70a5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3429758,14.258532,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-08-36-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|8b34968f3a139383521f971ab457cafd_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4221124,15.461416,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-26-44-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|9c908bc976852fd9d91b024bc9ab1cce_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.40067643,14.642505,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-26-23-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|2f4744d74c8ac0c53743a0e988ec43f0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3845949,13.902334,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-27-29-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|d0a6681068d2c97a327d4d9e9b8b471e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.35376525,14.225494,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-11-16-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|5efb0150e0cd48b7e6114e8a5e9a15ce_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.39164376,14.401597,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-27-19-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|1acca95d9deb5ed843f245390ecbeed1_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4227091,14.098498,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-27-09-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|8f9d2bc2f772ecf92661e6e9590c7cdc_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42177033,16.390276,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-11-59-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|2058db92d9718d6d3918ac856f336eb0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.39470136,12.889683,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-27-02-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|ca19e9bf30616c393610bb71704019cb_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.36198393,13.474161,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-29-04-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|775a45a4e7c7b73c1a13b45f975d2d19_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.40619135,13.3156805,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-28-40-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|779b93d8d3669d340bf17c4db4a2706e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42232424,13.9059925,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-28-05-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|0a4a97b949a780bd89bb7cc1ed8daa90_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.41436595,14.079007,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-29-23-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|a5454ae7a1d6eb92f08d5e0c12d4c76e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.39951932,13.079593,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-28-22-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|05b76e679832d6a589851bd4277410ca_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.365898,12.937828,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-27-54-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|09c413b6b6e2a718393761190d849e1b_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.43207198,13.395126,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-28-33-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|f6023def7fcb58cbd6c646b14396eaa1_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42779824,14.340393,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-28-57-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|fe029b7ad5199409b9d2c4288de5ead7_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3792487,13.464755,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-30-09-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|6dfb97a67cbb6fc3fc69fa786ed586ea_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.409795,13.486057,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-29-52-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|bfccc38a5a94d9301b51686fae9d5d8f_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.41105288,13.830063,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-31-18-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|7b734eacda17cf66d93307c63573bafa_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4045899,14.102886,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-29-39-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|ac2f37d9ae463191255c14953ffc5ba6_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.39405334,15.646967,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-30-59-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|4c532f31aea153af8d366f5694d24bff_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3873618,14.857906,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-30-39-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|ea84b91f49c7a14b601280e3c2da2424_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4414013,14.347016,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-30-33-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|5bce90cd41adce65f7014ad50eede61e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.39506292,14.205987,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-31-12-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|ab6dcbf7bca55d1bcb71bed7c79b0546_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44833547,13.724676,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-33-15-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|52e9923cbf22c154517cbe5cc1c89585_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.370234,14.079676,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-32-54-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|eecfc5479066f14d5f27582b946c5b83_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42896897,14.893349,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-32-12-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|d158e4742c9d49afcfb95135a8b173ab_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3698184,14.141134,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-31-43-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|98cb21877368c1f0dbef7482e70dafc0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.40682527,13.334926,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-32-40-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|59cbde89aa3266fadce27d0787b52458_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.35536405,15.182556,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-31-57-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|62587a51fd503f3a87866f702b7543b0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3759566,13.4698105,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-32-27-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|974a6b3c0d366b49bde9371633bdcba5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.34287018,14.117498,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-31-31-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|e1e0888ae2fb8bd306c09ea4aeb23937_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42454797,15.118216,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-34-20-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|53c0b59bf5f4f3de1b3e67b8aab0bebe_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3605773,13.258774,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-34-02-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|5a8362a18e157704aa7c3a397d34522d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3936196,13.733007,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-33-41-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|8ae3dc370bf964ec1079f0458136999d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.34253967,13.668154,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-33-33-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|e2b31cc7aa49f7e7647a87c7e4e6b992_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3795793,14.822823,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-34-12-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|9eb15e5ec79b77cca75d5a064b3a1fb9_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.34556437,14.435937,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-34-43-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|7e67da7190b800fef286eb6cd3897c92_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3815474,14.650372,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-33-56-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|c2f48f93d65c6ea38e19f92a93477058_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.4968785,12.995277,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-33-50-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|117e2ef812e5576d44429f21231c928b_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44876754,13.350327,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-36-03-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|0e2b9d68aaf44b16dffdc9f6f7f96721_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.40751672,15.140434,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-35-04-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|8d1306a7f182fe0f512ffd0e12d7c501_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.40698004,13.586254,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-34-51-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|3d23248187ebef403f3d878eb8b51c2d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.44343382,14.181924,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-35-32-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|5ac17ce643a98bc6904d09f4ebfb101f_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.40572783,14.156883,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-35-45-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|7dd58f181274287329fd305df4be1b04_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.42663795,15.449833,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-35-23-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|c82807311c409ede2664c4103609d41a_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.37252206,14.484034,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-36-39-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|582bf9c3fe76ca60bc4ae79ac757d853_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.3308822,15.602869,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-35-56-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|fd43b7b0e915b61b8cbc07530ddf43d2_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.46777415,13.864539,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-36-47-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|796e6aee31a4b947b49eb380c14274d1_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.41948572,14.265977,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-21-11-37-35-mic-2__Yamaha_PJP-10UR_train_16k.wav|None|None|78d36a4effd79af6218fd33327b1acbe_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
